Plateforme,Asset,Quote,Datetime,Bid,BidAmount,Ask,AskAmount,OpenInterest
Coinbase,eth_usd,364.15,1601306592.718097,364.14,0,364.15,0,355.67
Coinbase,eth_eur,312.8,1601306592.719402,312.8,0,312.82,0,305.97
Coinbase,btc_usd,10904.26,1601306592.719882,10904.26,0,10904.55,0,10757.04
Coinbase,btc_eur,9373.95,1601306592.720356,9370.53,0,9373.95,0,9249.04
Coinbase,eth_usd,364.15,1601306592.722374,364.14,0,364.15,0,355.67
Coinbase,eth_usd,364.15,1601306592.722849,364.14,0,364.2,0,355.67
Coinbase,btc_eur,9372.83,1601306592.723317,9371.43,0,9374.0,0,9249.04
Coinbase,btc_eur,9374,1601306592.723818,9371.43,0,9374.77,0,9249.04
Coinbase,btc_eur,9374.77,1601306592.724283,9371.43,0,9374.77,0,9249.04
Coinbase,btc_usd,10905.47,1601306592.724747,10905.46,0,10907.28,0,10757.04
Coinbase,btc_usd,10907.28,1601306592.725214,10905.46,0,10907.3,0,10757.04
Coinbase,btc_usd,10907.3,1601306592.725679,10905.46,0,10907.3,0,10757.04
Coinbase,eth_usd,364.14,1601306592.819164,364.04,0,364.15,0,355.67
Coinbase,eth_usd,364.04,1601306592.819865,364.04,0,364.15,0,355.67
Coinbase,btc_usd,10906.23,1601306594.046576,10905.5,0,10906.23,0,10757.04
Coinbase,btc_usd,10905.28,1601306594.750169,10905.28,0,10906.16,0,10757.04
Coinbase,btc_usd,10906.16,1601306594.999029,10905.28,0,10906.16,0,10757.04
Coinbase,btc_usd,10905.28,1601306597.541946,10905.28,0,10906.25,0,10757.04
Coinbase,btc_usd,10906.25,1601306597.658732,10905.28,0,10906.25,0,10757.04
Coinbase,btc_eur,9372.54,1601306598.848553,9371.75,0,9372.55,0,9249.04
Coinbase,btc_eur,9372.55,1601306598.849292,9371.75,0,9372.55,0,9249.04
Coinbase,eth_usd,364.11,1601306600.144331,364.07,0,364.11,0,355.67
Coinbase,eth_usd,364.11,1601306600.165719,364.07,0,364.11,0,355.67
Coinbase,btc_usd,10903.28,1601306601.277477,10903.28,0,10904.18,0,10757.04
Coinbase,btc_usd,10902.34,1601306602.423764,10902.34,0,10902.89,0,10757.04
Coinbase,btc_eur,9369.12,1601306605.793574,9369.12,0,9369.9,0,9249.04
Coinbase,eth_eur,312.83,1601306605.802492,312.77,0,312.83,0,305.97
Coinbase,eth_eur,312.77,1601306606.061922,312.77,0,312.83,0,305.97
Coinbase,eth_usd,363.98,1601306610.620818,363.97,0,363.98,0,355.67
Coinbase,btc_usd,10901.64,1601306610.813179,10901.64,0,10902.5,0,10757.04
Coinbase,btc_usd,10901.62,1601306611.167985,10901.62,0,10902.5,0,10757.04
Coinbase,btc_usd,10902.5,1601306611.697541,10901.58,0,10902.5,0,10757.04
Coinbase,btc_usd,10902.5,1601306611.803103,10901.58,0,10902.5,0,10757.04
Coinbase,btc_eur,9368.99,1601306612.077067,9366.66,0,9368.99,0,9249.04
Coinbase,btc_usd,10902.83,1601306613.634899,10901.67,0,10902.83,0,10757.04
Coinbase,eth_eur,312.98,1601306669.875303,312.98,0,313.14,0,305.97
Coinbase,eth_usd,364.4,1601306669.875981,364.4,0,364.41,0,355.67
Coinbase,btc_eur,9371.11,1601306669.876438,9371.11,0,9371.98,0,9249.04
Coinbase,btc_usd,10905.68,1601306669.876877,10904.32,0,10905.68,0,10757.04
Coinbase,btc_usd,10905.7,1601306670.565029,10904.89,0,10905.71,0,10757.04
Coinbase,btc_usd,10905.71,1601306670.565688,10904.89,0,10905.71,0,10757.04
Coinbase,eth_usd,364.38,1601306672.407536,364.38,0,364.39,0,355.67
Coinbase,eth_usd,364.38,1601306674.893583,364.38,0,364.39,0,355.67
Coinbase,btc_usd,10904.96,1601306676.528602,10904.96,0,10905.96,0,10757.04
Coinbase,eth_usd,364.38,1601306676.672364,364.38,0,364.39,0,355.67
Coinbase,btc_usd,10905.96,1601306676.998974,10904.98,0,10905.96,0,10757.04
Coinbase,eth_usd,364.39,1601306678.698498,364.38,0,364.39,0,355.67
Coinbase,eth_usd,364.39,1601306679.272502,364.38,0,364.39,0,355.67
Coinbase,eth_usd,364.39,1601306679.27847,364.38,0,364.39,0,355.67
Coinbase,btc_eur,9371.11,1601306679.862159,9371.11,0,9371.48,0,9249.04
Coinbase,eth_usd,364.49,1601306680.167337,364.49,0,364.5,0,355.67
Coinbase,btc_eur,9371.48,1601306680.673292,9371.11,0,9371.48,0,9249.04
Coinbase,btc_usd,10906.87,1601306681.14573,10906.01,0,10906.88,0,10757.04
Coinbase,btc_usd,10906.88,1601306681.14638,10906.01,0,10906.88,0,10757.04
Coinbase,btc_usd,10906.88,1601306681.497323,10906.23,0,10906.88,0,10757.04
Coinbase,btc_eur,9371.48,1601306681.543374,9371.11,0,9371.48,0,9249.04
Coinbase,btc_usd,10906.24,1601306682.480211,10906.24,0,10906.88,0,10757.04
Coinbase,btc_usd,10906.87,1601306685.049572,10906.24,0,10906.87,0,10757.04
Coinbase,btc_usd,10906.88,1601306685.532622,10906.24,0,10906.88,0,10757.04
Coinbase,eth_usd,364.49,1601306686.302451,364.49,0,364.5,0,355.67
Coinbase,btc_usd,10906.88,1601306686.456376,10906.24,0,10906.88,0,10757.04
Coinbase,btc_usd,10906.88,1601306686.575914,10906.24,0,10906.88,0,10757.04
Coinbase,btc_usd,10906.87,1601306687.3648,10906.24,0,10906.87,0,10757.04
Coinbase,eth_usd,364.5,1601306688.00909,364.49,0,364.5,0,355.67
Coinbase,eth_usd,364.5,1601306688.009641,364.49,0,364.5,0,355.67
Coinbase,eth_usd,364.5,1601306688.010481,364.49,0,364.5,0,355.67
Coinbase,eth_usd,364.5,1601306688.011525,364.49,0,364.5,0,355.67
Coinbase,btc_usd,10906.87,1601306689.710556,10906.24,0,10906.87,0,10757.04
Coinbase,btc_eur,9371.48,1601306689.760178,9371.11,0,9371.48,0,9249.04
Coinbase,eth_usd,364.56,1601306690.420683,364.55,0,364.58,0,355.67
Coinbase,eth_usd,364.58,1601306690.423269,364.55,0,364.59,0,355.67
Coinbase,eth_usd,364.59,1601306690.425684,364.55,0,364.6,0,355.67
Coinbase,eth_usd,364.6,1601306690.426156,364.55,0,364.61,0,355.67
Coinbase,eth_usd,364.61,1601306690.429965,364.55,0,364.62,0,355.67
Coinbase,eth_usd,364.62,1601306690.430442,364.55,0,364.63,0,355.67
Coinbase,eth_usd,364.63,1601306690.432446,364.55,0,364.64,0,355.67
Coinbase,eth_usd,364.64,1601306690.432952,364.55,0,364.65,0,355.67
Coinbase,eth_usd,364.65,1601306690.433412,364.55,0,364.66,0,355.67
Coinbase,eth_usd,364.66,1601306690.434493,364.55,0,364.66,0,355.67
Coinbase,btc_eur,9371.49,1601306696.392767,9371.48,0,9371.49,0,9249.04
Coinbase,eth_usd,364.73,1601306696.903022,364.72,0,364.73,0,355.67
Coinbase,eth_usd,364.73,1601306696.903708,364.72,0,364.73,0,355.67
Coinbase,btc_usd,10907.72,1601306697.11537,10907.71,0,10908.15,0,10757.04
Coinbase,btc_usd,10908.15,1601306697.116044,10907.71,0,10908.15,0,10757.04
Coinbase,btc_usd,10908.15,1601306697.941294,10908.14,0,10908.15,0,10757.04
Coinbase,btc_usd,10908.14,1601306699.009985,10908.14,0,10908.15,0,10757.04
Coinbase,eth_usd,364.73,1601306699.664516,364.72,0,364.73,0,355.67
Coinbase,btc_eur,9371.48,1601306700.578085,9371.48,0,9371.49,0,9249.04
Coinbase,btc_eur,9371.48,1601306700.814728,9371.48,0,9371.49,0,9249.04
Coinbase,btc_usd,10908.14,1601306701.15258,10908.14,0,10908.15,0,10757.04
Coinbase,btc_usd,10908.14,1601306701.280037,10908.14,0,10908.15,0,10757.04
Coinbase,btc_usd,10908.15,1601306701.541216,10908.14,0,10908.15,0,10757.04
Coinbase,btc_eur,9371.11,1601306701.832894,9371.11,0,9371.49,0,9249.04
Coinbase,eth_usd,364.72,1601306701.891753,364.72,0,364.73,0,355.67
Coinbase,eth_usd,364.72,1601306702.625925,364.72,0,364.73,0,355.67
Coinbase,eth_usd,364.72,1601306702.626615,364.64,0,364.73,0,355.67
Coinbase,btc_usd,10905.13,1601306702.693797,10905.12,0,10906.69,0,10757.04
Coinbase,btc_usd,10905.12,1601306702.695017,10905.12,0,10906.69,0,10757.04
Coinbase,eth_eur,313.31,1601306702.743431,313.15,0,313.33,0,305.97
Coinbase,eth_usd,364.67,1601306702.840282,364.67,0,364.7,0,355.67
Coinbase,btc_eur,9371.11,1601306702.939135,9368.64,0,9371.47,0,9249.04
Coinbase,btc_usd,10905.42,1601306703.027608,10905.05,0,10905.42,0,10757.04
Coinbase,eth_usd,364.71,1601306703.0778,364.71,0,364.72,0,355.67
Coinbase,eth_usd,364.7,1601306703.244226,364.7,0,364.73,0,355.67
